pruid,prname,prnameFR,date,numconf,numprob,numdeaths,numtotal,numtested,numrecover,percentrecover,ratetested,numtoday,percentoday,ratetotal,ratedeaths,numdeathstoday,percentdeath,numtestedtoday,numrecoveredtoday,percentactive,numactive,rateactive,numtotal_last14,ratetotal_last14,numdeaths_last14,ratedeaths_last14
11,Prince Edward Island,Île-du-Prince-Édouard,22-04-2020,26,0,0,26,2344,24,92.31,14935,0,0.00,16.57,0.00,0,0.00,14,1,7.69,2,1.27,2,1.27,0,0.00
60,Yukon,Yukon,22-04-2020,11,0,0,11,878,8,72.73,21491,0,0.00,26.93,0.00,0,0.00,6,0,27.27,3,7.34,4,9.79,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,22-04-2020,5,0,0,5,1512,5,100.00,33730,0,0.00,11.15,0.00,0,0.00,3,0,0.00,0,0.00,0,0.00,0,0.00
62,Nunavut,Nunavut,22-04-2020,0,0,0,0,333,0,N/A,8587,0,0.00,0.00,0.00,0,,13,0,,,0.00,0,0.00,0,0.00
99,Repatriated travellers,Voyageurs rapatriés,22-04-2020,13,0,,13,76,,,,0,0.00,,,,,0,,,,,0,,0,
1,Canada,Canada,22-04-2020,40179,11,1974,40190,612192,13986,34.80,16286,1768,4.60,106.92,5.25,140,4.91,42314,798,60.29,24230,64.46,20901,55.60,1539,4.09
59,British Columbia,Colombie-Britannique,23-04-2020,1824,0,94,1824,58848,1092,59.87,11604,29,1.62,35.97,1.85,4,5.15,1349,13,34.98,638,12.58,454,8.95,44,0.87
48,Alberta,Alberta,23-04-2020,3720,0,67,3720,112562,1357,36.48,25750,319,9.38,85.10,1.53,1,1.80,4041,47,61.72,2296,52.52,2269,51.91,35,0.80
47,Saskatchewan,Saskatchewan,23-04-2020,331,0,4,331,24504,270,81.57,20864,5,1.53,28.18,0.34,0,1.21,496,9,17.22,57,4.85,53,4.51,1,0.09
46,Manitoba,Manitoba,23-04-2020,251,11,6,262,21229,174,66.41,15502,5,1.95,19.13,0.44,0,2.29,578,20,31.30,82,5.99,38,2.77,3,0.22
35,Ontario,Ontario,23-04-2020,12879,0,713,12879,188377,6680,51.87,12932,634,5.18,88.41,4.89,54,5.54,9910,459,42.60,5486,37.66,7120,48.88,513,3.52
24,Quebec,Québec,23-04-2020,21838,0,1243,21838,180833,4484,20.53,21312,873,4.16,257.37,14.65,109,5.69,4785,193,73.78,16111,189.88,10926,128.77,1027,12.10
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,23-04-2020,256,0,3,256,6862,205,80.08,13157,0,0.00,49.09,0.58,0,1.17,207,6,18.75,48,9.20,20,3.83,0,0.00
13,New Brunswick,Nouveau-Brunswick,23-04-2020,118,0,0,118,11616,104,88.14,14953,0,0.00,15.19,0.00,0,0.00,495,0,11.86,14,1.80,7,0.90,0,0.00
12,Nova Scotia,Nouvelle-Écosse,23-04-2020,827,0,16,827,24884,358,43.29,25617,55,7.12,85.14,1.65,4,1.93,729,28,54.78,453,46.63,454,46.74,14,1.44
11,Prince Edward Island,Île-du-Prince-Édouard,23-04-2020,26,0,0,26,2466,24,92.31,15712,0,0.00,16.57,0.00,0,0.00,122,0,7.69,2,1.27,1,0.64,0,0.00
60,Yukon,Yukon,23-04-2020,11,0,0,11,881,8,72.73,21565,0,0.00,26.93,0.00,0,0.00,3,0,27.27,3,7.34,3,7.34,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,23-04-2020,5,0,0,5,1515,5,100.00,33797,0,0.00,11.15,0.00,0,0.00,3,0,0.00,0,0.00,0,0.00,0,0.00
62,Nunavut,Nunavut,23-04-2020,0,0,0,0,340,0,N/A,8767,0,0.00,0.00,0.00,0,,7,0,,,0.00,0,0.00,0,0.00
99,Repatriated travellers,Voyageurs rapatriés,23-04-2020,13,0,,13,76,,,,0,0.00,,,,,0,,,,,0,,0,
1,Canada,Canada,23-04-2020,42099,11,2146,42110,634917,14761,35.05,16891,1920,4.78,112.03,5.71,172,5.10,22725,775,59.85,25203,67.05,21345,56.78,1637,4.35
59,British Columbia,Colombie-Britannique,24-04-2020,1853,0,98,1853,60472,1114,60.12,11924,29,1.59,36.54,1.93,4,5.29,1624,22,34.59,641,12.64,443,8.74,43,0.85
48,Alberta,Alberta,24-04-2020,4017,0,72,4017,116859,1397,34.78,26733,297,7.98,91.89,1.65,5,1.79,4297,40,63.43,2548,58.29,2517,57.58,33,0.75
47,Saskatchewan,Saskatchewan,24-04-2020,341,0,4,341,25141,280,82.11,21406,10,3.02,29.03,0.34,0,1.17,637,10,16.72,57,4.85,56,4.77,1,0.09
46,Manitoba,Manitoba,24-04-2020,252,11,6,263,21720,196,74.52,15860,1,0.38,19.20,0.44,0,2.28,491,22,23.19,61,4.45,33,2.41,2,0.15
35,Ontario,Ontario,24-04-2020,13519,0,763,13519,200270,7087,52.42,13749,640,4.97,92.81,5.24,50,5.64,11893,407,41.93,5669,38.92,7282,49.99,541,3.71
24,Quebec,Québec,24-04-2020,22616,0,1340,22616,185632,4724,20.89,21878,778,3.56,266.54,15.79,97,5.93,4799,240,73.19,16552,195.07,10939,128.92,1099,12.95
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,24-04-2020,256,0,3,256,7105,207,80.86,13623,0,0.00,49.09,0.58,0,1.17,243,2,17.97,46,8.82,17,3.26,0,0.00
13,New Brunswick,Nouveau-Brunswick,24-04-2020,118,0,0,118,11908,107,90.68,15329,0,0.00,15.19,0.00,0,0.00,292,3,9.32,11,1.42,6,0.77,0,0.00
12,Nova Scotia,Nouvelle-Écosse,24-04-2020,850,0,16,850,25658,392,46.12,26414,23,2.78,87.50,1.65,0,1.88,774,34,52.00,442,45.50,443,45.60,14,1.44
11,Prince Edward Island,Île-du-Prince-Édouard,24-04-2020,26,0,0,26,2564,24,92.31,16337,0,0.00,16.57,0.00,0,0.00,98,0,7.69,2,1.27,1,0.64,0,0.00
60,Yukon,Yukon,24-04-2020,11,0,0,11,888,8,72.73,21736,0,0.00,26.93,0.00,0,0.00,7,0,27.27,3,7.34,3,7.34,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,24-04-2020,5,0,0,5,1537,5,100.00,34288,0,0.00,11.15,0.00,0,0.00,22,0,0.00,0,0.00,0,0.00,0,0.00
62,Nunavut,Nunavut,24-04-2020,0,0,0,0,354,0,N/A,9128,0,0.00,0.00,0.00,0,,14,0,,,0.00,0,0.00,0,0.00
99,Repatriated travellers,Voyageurs rapatriés,24-04-2020,13,0,,13,76,,,,0,0.00,,,,,0,,,,,0,,0,
1,Canada,Canada,24-04-2020,43877,11,2302,43888,660108,15541,35.41,17561,1778,4.22,116.76,6.12,156,5.25,25191,780,59.34,26045,69.29,21740,57.84,1733,4.61
59,British Columbia,Colombie-Britannique,25-04-2020,1948,0,100,1948,63039,1137,58.37,12430,95,5.13,38.41,1.97,2,5.13,2567,23,36.50,711,14.02,503,9.92,42,0.83
48,Alberta,Alberta,25-04-2020,4233,0,73,4233,121244,1471,34.75,27736,216,5.38,96.84,1.67,1,1.72,4385,74,63.52,2689,61.51,2664,60.94,33,0.75
47,Saskatchewan,Saskatchewan,25-04-2020,347,2,4,349,25697,288,82.52,21880,8,2.35,29.72,0.34,0,1.15,556,8,16.33,57,4.85,60,5.11,0,0.00
46,Manitoba,Manitoba,25-04-2020,256,11,6,267,21720,199,74.53,15860,4,1.52,19.50,0.44,0,2.25,0,3,23.22,62,4.53,24,1.75,2,0.15
35,Ontario,Ontario,25-04-2020,13995,0,811,13995,210502,7509,53.65,14451,476,3.52,96.08,5.57,48,5.79,10232,422,40.55,5675,38.96,7347,50.44,558,3.83
24,Quebec,Québec,25-04-2020,23267,0,1446,23267,190765,5057,21.73,22483,651,2.88,274.21,17.04,106,6.21,5133,333,72.05,16764,197.57,10975,129.35,1157,13.64
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,25-04-2020,257,0,3,257,7332,208,80.93,14058,1,0.39,49.28,0.58,0,1.17,227,1,17.90,46,8.82,16,3.07,0,0.00
13,New Brunswick,Nouveau-Brunswick,25-04-2020,118,0,0,118,12279,107,90.68,15807,0,0.00,15.19,0.00,0,0.00,371,0,9.32,11,1.42,6,0.77,0,0.00
12,Nova Scotia,Nouvelle-Écosse,25-04-2020,865,0,22,865,26320,412,47.63,27095,15,1.76,89.05,2.26,6,2.54,662,20,49.83,431,44.37,437,44.99,20,2.06
11,Prince Edward Island,Île-du-Prince-Édouard,25-04-2020,26,0,0,26,2564,24,92.31,16337,0,0.00,16.57,0.00,0,0.00,0,0,7.69,2,1.27,1,0.64,0,0.00
60,Yukon,Yukon,25-04-2020,11,0,0,11,894,8,72.73,21883,0,0.00,26.93,0.00,0,0.00,6,0,27.27,3,7.34,3,7.34,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,25-04-2020,5,0,0,5,1554,5,100.00,34667,0,0.00,11.15,0.00,0,0.00,17,0,0.00,0,0.00,0,0.00,0,0.00
62,Nunavut,Nunavut,25-04-2020,0,0,0,0,361,0,N/A,9309,0,0.00,0.00,0.00,0,,7,0,,,0.00,0,0.00,0,0.00
99,Repatriated travellers,Voyageurs rapatriés,25-04-2020,13,0,,13,76,,,,0,0.00,,,,,0,,,,,0,,0,
1,Canada,Canada,25-04-2020,45341,13,2465,45354,684271,16425,36.22,18204,1466,3.34,120.66,6.56,163,5.44,24163,884,58.35,26464,70.40,22036,58.62,1812,4.82
59,British Columbia,Colombie-Britannique,26-04-2020,1948,0,100,1948,64700,1137,58.37,12758,0,0.00,38.41,1.97,0,5.13,1661,0,36.50,711,14.02,503,9.92,42,0.83
48,Alberta,Alberta,26-04-2020,4480,0,73,4480,125310,1549,34.58,28666,247,5.84,102.49,1.67,0,1.63,4066,78,63.79,2858,65.38,2829,64.72,29,0.66
47,Saskatchewan,Saskatchewan,26-04-2020,353,0,4,353,25697,288,81.59,21880,4,1.15,30.06,0.34,0,1.13,0,0,17.28,61,5.19,55,4.68,0,0.00
46,Manitoba,Manitoba,26-04-2020,260,11,6,271,21720,199,73.43,15860,4,1.50,19.79,0.44,0,2.21,0,0,24.35,66,4.82,29,2.12,2,0.15
35,Ontario,Ontario,26-04-2020,14432,0,835,14432,222129,8000,55.43,15249,437,3.12,99.08,5.73,24,5.79,11627,491,38.78,5597,38.42,7383,50.68,561,3.85
24,Quebec,Québec,26-04-2020,24107,0,1515,24107,195577,5342,22.16,23050,840,3.61,284.11,17.86,69,6.28,4812,285,71.56,17250,203.30,11261,132.72,1187,13.99
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,26-04-2020,258,0,3,258,7440,219,84.88,14265,1,0.39,49.47,0.58,0,1.16,108,11,13.95,36,6.90,16,3.07,0,0.00
13,New Brunswick,Nouveau-Brunswick,26-04-2020,118,0,0,118,12525,111,94.07,16123,0,0.00,15.19,0.00,0,0.00,246,4,5.93,7,0.90,4,0.51,0,0.00
12,Nova Scotia,Nouvelle-Écosse,26-04-2020,873,0,24,873,26871,439,50.29,27662,8,0.92,89.87,2.47,2,2.75,551,27,46.96,410,42.21,428,44.06,22,2.26
11,Prince Edward Island,Île-du-Prince-Édouard,26-04-2020,26,0,0,26,2688,24,92.31,17127,0,0.00,16.57,0.00,0,0.00,124,0,7.69,2,1.27,1,0.64,0,0.00
60,Yukon,Yukon,26-04-2020,11,0,0,11,908,8,72.73,22225,0,0.00,26.93,0.00,0,0.00,14,0,27.27,3,7.34,3,7.34,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,26-04-2020,5,0,0,5,1575,5,100.00,35136,0,0.00,11.15,0.00,0,0.00,21,0,0.00,0,0.00,0,0.00,0,0.00
62,Nunavut,Nunavut,26-04-2020,0,0,0,0,368,0,N/A,9489,0,0.00,0.00,0.00,0,,7,0,,,0.00,0,0.00,0,0.00
99,Repatriated travellers,Voyageurs rapatriés,26-04-2020,13,0,,13,76,,,,0,0.00,,,,,0,,,,,0,,0,
1,Canada,Canada,26-04-2020,46884,11,2560,46895,707508,17321,36.94,18822,1541,3.40,124.76,6.81,95,5.46,23237,896,57.61,27014,71.87,22512,59.89,1843,4.90
59,British Columbia,Colombie-Britannique,27-04-2020,1998,0,103,1998,67289,1190,59.56,13268,50,2.57,39.40,2.03,3,5.16,2589,53,35.29,705,13.90,508,10.02,34,0.67
48,Alberta,Alberta,27-04-2020,4696,0,75,4696,128860,1664,35.43,29479,216,4.82,107.43,1.72,2,1.60,3550,115,62.97,2957,67.65,2964,67.81,29,0.66
47,Saskatchewan,Saskatchewan,27-04-2020,365,0,5,365,26642,288,78.90,22684,12,3.40,31.08,0.43,1,1.37,945,0,19.73,72,6.13,65,5.53,1,0.09
46,Manitoba,Manitoba,27-04-2020,261,11,6,272,23149,205,75.37,16904,1,0.37,19.86,0.44,0,2.21,1429,6,22.43,61,4.45,26,1.90,2,0.15
35,Ontario,Ontario,27-04-2020,14856,0,892,14856,234268,8525,57.38,16083,424,2.94,101.99,6.12,57,6.00,12139,525,36.61,5439,37.34,7386,50.71,601,4.13
24,Quebec,Québec,27-04-2020,24982,0,1599,24982,200172,5517,22.08,23591,875,3.63,294.43,18.85,84,6.40,4595,175,71.52,17866,210.56,11425,134.65,1239,14.60
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,27-04-2020,258,0,3,258,7641,221,85.66,14651,0,0.00,49.47,0.58,0,1.16,201,2,13.18,34,6.52,14,2.68,0,0.00
13,New Brunswick,Nouveau-Brunswick,27-04-2020,118,0,0,118,12648,112,94.92,16282,0,0.00,15.19,0.00,0,0.00,123,1,5.08,6,0.77,2,0.26,0,0.00
12,Nova Scotia,Nouvelle-Écosse,27-04-2020,900,0,24,900,27437,509,56.56,28245,27,3.09,92.65,2.47,0,2.67,566,70,40.78,367,37.78,426,43.85,21,2.16
11,Prince Edward Island,Île-du-Prince-Édouard,27-04-2020,26,0,0,26,2726,24,92.31,17369,0,0.00,16.57,0.00,0,0.00,38,0,7.69,2,1.27,1,0.64,0,0.00
60,Yukon,Yukon,27-04-2020,11,0,0,11,919,8,72.73,22495,0,0.00,26.93,0.00,0,0.00,11,0,27.27,3,7.34,3,7.34,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,27-04-2020,5,0,0,5,1585,5,100.00,35359,0,0.00,11.15,0.00,0,0.00,10,0,0.00,0,0.00,0,0.00,0,0.00
62,Nunavut,Nunavut,27-04-2020,0,0,0,0,369,0,N/A,9515,0,0.00,0.00,0.00,0,,1,0,,,0.00,0,0.00,0,0.00
99,Repatriated travellers,Voyageurs rapatriés,27-04-2020,13,0,,13,76,,,,0,0.00,,,,,0,,,,,0,,0,
1,Canada,Canada,27-04-2020,48489,11,2707,48500,733705,18268,37.67,19519,1605,3.42,129.03,7.20,147,5.58,26197,947,56.75,27525,73.23,22820,60.71,1927,5.13
59,British Columbia,Colombie-Britannique,28-04-2020,2053,0,105,2053,68935,1231,59.96,13593,55,2.75,40.48,2.07,2,5.11,1646,41,34.92,717,14.14,536,10.57,33,0.65
48,Alberta,Alberta,28-04-2020,4850,0,80,4850,131772,1800,37.11,30145,154,3.28,110.95,1.83,5,1.65,2912,136,61.24,2970,67.94,2980,68.17,32,0.73
47,Saskatchewan,Saskatchewan,28-04-2020,366,0,5,366,26915,291,79.51,22917,1,0.27,31.16,0.43,0,1.37,273,3,19.13,70,5.96,65,5.53,1,0.09
46,Manitoba,Manitoba,28-04-2020,261,11,6,272,23379,209,76.84,17072,0,0.00,19.86,0.44,0,2.21,230,4,20.96,57,4.16,26,1.90,2,0.15
35,Ontario,Ontario,28-04-2020,15381,0,951,15381,244766,8964,58.28,16803,525,3.53,105.59,6.53,59,6.18,10498,439,35.54,5466,37.52,7428,50.99,617,4.24
24,Quebec,Québec,28-04-2020,25757,0,1682,25757,204472,5841,22.68,24098,775,3.10,303.56,19.82,83,6.53,4300,324,70.79,18234,214.90,11509,135.64,1247,14.70
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,28-04-2020,258,0,3,258,7905,222,86.05,15157,0,0.00,49.47,0.58,0,1.16,264,1,12.79,33,6.33,14,2.68,0,0.00
13,New Brunswick,Nouveau-Brunswick,28-04-2020,118,0,0,118,12907,114,96.61,16615,0,0.00,15.19,0.00,0,0.00,259,2,3.39,4,0.51,2,0.26,0,0.00
12,Nova Scotia,Nouvelle-Écosse,28-04-2020,915,0,27,915,28108,522,57.05,28936,15,1.67,94.19,2.78,3,2.95,671,13,40.00,366,37.68,398,40.97,24,2.47
11,Prince Edward Island,Île-du-Prince-Édouard,28-04-2020,27,0,0,27,2726,24,88.89,17369,1,3.85,17.20,0.00,0,0.00,0,0,11.11,3,1.91,2,1.27,0,0.00
60,Yukon,Yukon,28-04-2020,11,0,0,11,953,8,72.73,23327,0,0.00,26.93,0.00,0,0.00,34,0,27.27,3,7.34,3,7.34,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,28-04-2020,5,0,0,5,1585,5,100.00,35359,0,0.00,11.15,0.00,0,0.00,0,0,0.00,0,0.00,0,0.00,0,0.00
62,Nunavut,Nunavut,28-04-2020,0,0,0,0,377,0,N/A,9722,0,0.00,0.00,0.00,0,,8,0,,,0.00,0,0.00,0,0.00
99,Repatriated travellers,Voyageurs rapatriés,28-04-2020,13,0,,13,76,,,,0,0.00,,,,,0,,,,,0,,0,
1,Canada,Canada,28-04-2020,50015,11,2859,50026,754800,19231,38.44,20080,1526,3.15,133.09,7.61,152,5.72,21095,963,55.84,27936,74.32,22963,61.09,1956,5.20
59,British Columbia,Colombie-Britannique,29-04-2020,2087,0,109,2087,71210,1305,62.53,14042,34,1.66,41.15,2.15,4,5.22,2275,74,32.25,673,13.27,526,10.37,34,0.67
48,Alberta,Alberta,29-04-2020,5165,0,87,5165,136511,1953,37.81,31229,315,6.49,118.16,1.99,7,1.68,4739,153,60.50,3125,71.49,3169,72.50,39,0.89
47,Saskatchewan,Saskatchewan,29-04-2020,383,0,6,383,27328,291,75.98,23269,17,4.64,32.61,0.51,1,1.57,413,0,22.45,86,7.32,79,6.73,2,0.17
46,Manitoba,Manitoba,29-04-2020,263,10,6,273,23817,213,78.02,17391,1,0.37,19.93,0.44,0,2.20,438,4,19.78,54,3.94,27,1.97,1,0.07
35,Ontario,Ontario,29-04-2020,15728,0,996,15728,255942,9612,61.11,17571,347,2.26,107.97,6.84,45,6.33,11176,648,32.55,5120,35.15,7281,49.98,611,4.19
24,Quebec,Québec,29-04-2020,26594,0,1761,26594,208979,6048,22.74,24629,837,3.25,313.42,20.75,79,6.62,4507,207,70.64,18785,221.39,11734,138.29,1274,15.01
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,29-04-2020,258,0,3,258,8191,225,87.21,15705,0,0.00,49.47,0.58,0,1.16,286,3,11.63,30,5.75,11,2.11,0,0.00
13,New Brunswick,Nouveau-Brunswick,29-04-2020,118,0,0,118,13121,114,96.61,16891,0,0.00,15.19,0.00,0,0.00,214,0,3.39,4,0.51,1,0.13,0,0.00
12,Nova Scotia,Nouvelle-Écosse,29-04-2020,935,0,28,935,28731,529,56.58,29577,20,2.19,96.25,2.88,1,2.99,623,7,40.43,378,38.91,386,39.74,25,2.57
11,Prince Edward Island,Île-du-Prince-Édouard,29-04-2020,27,0,0,27,2810,24,88.89,17904,0,0.00,17.20,0.00,0,0.00,84,0,11.11,3,1.91,1,0.64,0,0.00
60,Yukon,Yukon,29-04-2020,11,0,0,11,973,8,72.73,23817,0,0.00,26.93,0.00,0,0.00,20,0,27.27,3,7.34,3,7.34,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,29-04-2020,5,0,0,5,1608,5,100.00,35872,0,0.00,11.15,0.00,0,0.00,23,0,0.00,0,0.00,0,0.00,0,0.00
62,Nunavut,Nunavut,29-04-2020,0,0,0,0,392,0,N/A,10108,0,0.00,0.00,0.00,0,,15,0,,,0.00,0,0.00,0,0.00
99,Repatriated travellers,Voyageurs rapatriés,29-04-2020,13,0,,13,76,,,,0,0.00,,,,,0,,,,,0,,0,
1,Canada,Canada,29-04-2020,51587,10,2996,51597,779613,20327,39.40,20740,1571,3.14,137.27,7.97,137,5.81,24813,1096,54.80,28274,75.22,23216,61.76,1986,5.28
59,British Columbia,Colombie-Britannique,30-04-2020,2112,0,111,2112,73479,1322,62.59,14489,25,1.20,41.65,2.19,2,5.26,2269,17,32.15,679,13.39,551,10.86,36,0.71
48,Alberta,Alberta,30-04-2020,5355,0,89,5355,141060,2161,40.35,32269,190,3.68,122.50,2.04,2,1.66,4549,208,57.98,3105,71.03,3197,73.14,39,0.89
47,Saskatchewan,Saskatchewan,30-04-2020,389,0,6,389,27786,295,75.84,23658,6,1.57,33.12,0.51,0,1.54,458,4,22.62,88,7.49,84,7.15,2,0.17
46,Manitoba,Manitoba,30-04-2020,264,11,6,275,24304,220,80.00,17747,2,0.73,20.08,0.44,0,2.18,487,7,17.82,49,3.58,25,1.83,1,0.07
35,Ontario,Ontario,30-04-2020,16187,0,1082,16187,268447,10205,63.04,18429,459,2.92,111.12,7.43,86,6.68,12505,593,30.27,4900,33.64,7226,49.61,659,4.52
24,Quebec,Québec,30-04-2020,27538,0,1859,27538,214047,6299,22.87,25227,944,3.55,324.55,21.91,98,6.75,5068,251,70.38,19380,228.40,11681,137.67,1229,14.48
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,30-04-2020,258,0,3,258,8376,225,87.21,16060,0,0.00,49.47,0.58,0,1.16,185,0,11.63,30,5.75,6,1.15,0,0.00
13,New Brunswick,Nouveau-Brunswick,30-04-2020,118,0,0,118,13598,114,96.61,17505,0,0.00,15.19,0.00,0,0.00,477,0,3.39,4,0.51,1,0.13,0,0.00
12,Nova Scotia,Nouvelle-Écosse,30-04-2020,947,0,28,947,29421,545,57.55,30287,12,1.28,97.49,2.88,0,2.96,690,16,39.49,374,38.50,368,37.88,25,2.57
11,Prince Edward Island,Île-du-Prince-Édouard,30-04-2020,27,0,0,27,2922,24,88.89,18618,0,0.00,17.20,0.00,0,0.00,112,0,11.11,3,1.91,1,0.64,0,0.00
60,Yukon,Yukon,30-04-2020,11,0,0,11,984,9,81.82,24086,0,0.00,26.93,0.00,0,0.00,11,1,18.18,2,4.90,3,7.34,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,30-04-2020,5,0,0,5,1629,5,100.00,36341,0,0.00,11.15,0.00,0,0.00,21,0,0.00,0,0.00,0,0.00,0,0.00
62,Nunavut,Nunavut,30-04-2020,0,0,0,0,396,0,N/A,10211,0,0.00,0.00,0.00,0,,4,0,,,0.00,0,0.00,0,0.00
99,Repatriated travellers,Voyageurs rapatriés,30-04-2020,13,0,,13,76,,,,0,0.00,,,,,0,,,,,0,,0,
1,Canada,Canada,30-04-2020,53225,11,3184,53236,806449,21424,40.24,21454,1639,3.18,141.63,8.47,188,5.98,26836,1097,53.78,28628,76.16,23144,61.57,1991,5.30
59,British Columbia,Colombie-Britannique,01-05-2020,2145,0,112,2145,75544,1357,63.26,14896,33,1.56,42.30,2.21,1,5.22,2065,35,31.52,676,13.33,570,11.24,35,0.69
48,Alberta,Alberta,01-05-2020,5573,0,92,5573,145420,2359,42.33,33267,218,4.07,127.49,2.10,3,1.65,4360,198,56.02,3122,71.42,3176,72.66,42,0.96
47,Saskatchewan,Saskatchewan,01-05-2020,415,0,6,415,28417,297,71.57,24196,26,6.68,35.34,0.51,0,1.45,631,2,26.99,112,9.54,108,9.20,2,0.17
46,Manitoba,Manitoba,01-05-2020,268,11,6,279,24975,235,84.23,18237,4,1.45,20.37,0.44,0,2.15,671,15,13.62,38,2.77,29,2.12,1,0.07
35,Ontario,Ontario,01-05-2020,16608,0,1121,16608,284438,10825,65.18,19527,421,2.60,114.01,7.70,39,6.75,15991,620,28.07,4662,32.00,7083,48.63,643,4.41
24,Quebec,Québec,01-05-2020,28648,0,2022,28648,219367,6700,23.39,25854,1110,4.03,337.63,23.83,163,7.06,5320,401,69.55,19926,234.84,11850,139.66,1334,15.72
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,01-05-2020,259,0,3,259,8545,230,88.80,16384,1,0.39,49.66,0.58,0,1.16,169,5,10.04,26,4.99,3,0.58,0,0.00
13,New Brunswick,Nouveau-Brunswick,01-05-2020,118,0,0,118,13998,116,98.31,18019,0,0.00,15.19,0.00,0,0.00,400,2,1.69,2,0.26,1,0.13,0,0.00
12,Nova Scotia,Nouvelle-Écosse,01-05-2020,959,0,29,959,30149,592,61.73,31037,12,1.27,98.72,2.99,1,3.02,728,47,35.25,338,34.80,353,36.34,25,2.57
11,Prince Edward Island,Île-du-Prince-Édouard,01-05-2020,27,0,0,27,3019,24,88.89,19236,0,0.00,17.20,0.00,0,0.00,97,0,11.11,3,1.91,1,0.64,0,0.00
60,Yukon,Yukon,01-05-2020,11,0,0,11,999,11,100.00,24453,0,0.00,26.93,0.00,0,0.00,15,2,0.00,0,0.00,2,4.90,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,01-05-2020,5,0,0,5,1629,5,100.00,36341,0,0.00,11.15,0.00,0,0.00,0,0,0.00,0,0.00,0,0.00,0,0.00
62,Nunavut,Nunavut,01-05-2020,0,0,0,0,421,0,N/A,10856,0,0.00,0.00,0.00,0,,25,0,,,0.00,0,0.00,0,0.00
99,Repatriated travellers,Voyageurs rapatriés,01-05-2020,13,0,,13,76,,,,0,0.00,,,,,0,,,,,0,,0,
1,Canada,Canada,01-05-2020,55050,11,3391,55061,836921,22751,41.32,22265,1825,3.43,146.48,9.02,207,6.16,30472,1327,52.52,28919,76.93,23177,61.66,2082,5.54
59,British Columbia,Colombie-Britannique,02-05-2020,2171,0,114,2171,77904,1376,63.38,15362,26,1.21,42.81,2.25,2,5.25,2360,19,31.37,681,13.43,553,10.90,36,0.71
48,Alberta,Alberta,02-05-2020,5670,0,94,5670,148757,2534,44.69,34030,97,1.74,129.71,2.15,2,1.66,3337,175,53.65,3042,69.59,3108,71.10,43,0.98
47,Saskatchewan,Saskatchewan,02-05-2020,421,0,6,421,28847,302,71.73,24562,6,1.45,35.85,0.51,0,1.43,430,5,26.84,113,9.62,108,9.20,2,0.17
46,Manitoba,Manitoba,02-05-2020,269,11,6,280,25736,236,84.29,18793,1,0.36,20.45,0.44,0,2.14,761,1,13.57,38,2.77,27,1.97,1,0.07
35,Ontario,Ontario,02-05-2020,17119,0,1176,17119,300210,11390,66.53,20610,511,3.08,117.52,8.07,55,6.87,15772,565,26.60,4553,31.26,7109,48.80,662,4.54
24,Quebec,Québec,02-05-2020,29656,0,2136,29656,224831,6965,23.49,26498,1008,3.52,349.51,25.17,114,7.20,5464,265,69.31,20555,242.25,12135,143.02,1331,15.69
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,02-05-2020,259,0,3,259,8716,231,89.19,16712,0,0.00,49.66,0.58,0,1.16,171,1,9.65,25,4.79,2,0.38,0,0.00
13,New Brunswick,Nouveau-Brunswick,02-05-2020,118,0,0,118,14252,118,100.00,18346,0,0.00,15.19,0.00,0,0.00,254,2,0.00,0,0.00,0,0.00,0,0.00
12,Nova Scotia,Nouvelle-Écosse,02-05-2020,963,0,31,963,30774,609,63.24,31680,4,0.42,99.14,3.19,2,3.22,625,17,33.54,323,33.25,314,32.32,24,2.47
11,Prince Edward Island,Île-du-Prince-Édouard,02-05-2020,27,0,0,27,3086,24,88.89,19663,0,0.00,17.20,0.00,0,0.00,67,0,11.11,3,1.91,1,0.64,0,0.00
60,Yukon,Yukon,02-05-2020,11,0,0,11,1019,11,100.00,24942,0,0.00,26.93,0.00,0,0.00,20,0,0.00,0,0.00,2,4.90,0,0.00
61,Northwest Territories,Territoires du Nord-Ouest,02-05-2020,5,0,0,5,1682,5,100.00,37523,0,0.00,11.15,0.00,0,0.00,53,0,0.00,0,0.00,0,0.00,0,0.00
